name_english,name_japanese,anime_manga_titles,favorites
"Hinata, Shouyou",(日向 翔陽),"['Haikyuu!!', 'Haikyuu!! Second Season', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!!', 'Haikyuu!!', ""Let's! Haikyuu!?""]",18750
"Misaka, Mikoto",(御坂 美琴),"['Toaru Majutsu no Index-tan', 'Toaru Kagaku no Railgun', 'Toaru Kagaku no Railgun: Motto Marutto Railgun', 'Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun', 'Toaru Kagaku no Railgun SS', 'Toaru Kagaku no Railgun SS2']",18619
Denji,(デンジ),"['Chainsaw Man', 'Chainsaw Man Movie: Reze-hen', 'Chainsaw Man', 'Chainsaw Man: Buddy Stories']",18353
"Nara, Shikamaru",(奈良 シカマル),"['Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!', 'The Last: Naruto the Movie', 'Naruto', 'Naruto Hiden Series', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",17765
"Miyamoto, Musashi",(宮本 武蔵),['Vagabond'],17744
"Katsuragi, Misato",(葛城 ミサト),"['Shinseiki Evangelion', 'Shinseiki Evangelion Movie: Shi to Shinsei', 'Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni', 'Shinseiki Evangelion', 'Shinseiki Evangelion: Koutetsu no Girlfriend 2nd', 'Shinseiki Evangelion: Ikari Shinji Ikusei Keikaku']",17302
"Arima, Kana",(有馬 かな),"['""Oshi no Ko""', '""Oshi no Ko"" Season 2', '""Oshi no Ko""']",17264
"Yukihira, Souma",(幸平 創真),"['Shokugeki no Souma', 'Shokugeki no Souma: Ni no Sara', 'Shokugeki no Souma: Ni no Sara OVA', 'Shokugeki no Souma', 'Shokugeki no Souma: à la Carte']",17083
"Zeppeli, Gyro",(ジャイロ・ツェペリ),['JoJo no Kimyou na Bouken Part 7: Steel Ball Run'],17048
Meruem,(メルエム),"['Hunter x Hunter (2011)', 'Hunter x Hunter']",16986
Hei,(黒（ヘイ）),"['Darker than Black: Kuro no Keiyakusha', 'Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita', 'Darker than Black: Ryuusei no Gemini', 'Darker than Black: Kuro no Keiyakusha', 'Darker than Black: Shikkoku no Hana']",16968
"Emiya, Kiritsugu",(衛宮 切嗣),"['Fate/Zero', 'Fate/Zero 2nd Season', 'Fate/Zero Remix', 'Fate/Zero', 'Fate/Zero', 'Heart of Freaks']",16837
Vash the Stampede,(ヴァッシュ・ザ・スタンピード),"['Trigun', 'Trigun: Badlands Rumble', 'Trigun Stampede', 'Trigun', 'Trigun Maximum', 'Trigun: Multiple Bullets']",16822
"Heiwajima, Shizuo",(平和島 静雄),"['Durarara!!', 'Durarara!! Specials', 'Durarara!!x2 Shou', 'Durarara!!', 'Durarara!!', 'Durarara!! Comic Anthology: Duralove!!']",16694
"Matoi, Ryuuko",(纏 流子),"['Kill la Kill', 'Kill la Kill Specials', 'Kill la Kill']",16621
"Akabane, Karma",(赤羽 業),"['Ansatsu Kyoushitsu', 'Ansatsu Kyoushitsu 2nd Season', 'Ansatsu Kyoushitsu: 365-nichi no Jikan', 'Ansatsu Kyoushitsu', 'Koro-sensei Q!']",16616
"Shiina, Mashiro",(椎名 ましろ),"['Sakura-sou no Pet na Kanojo', 'Sakurasou no Pet na Kanojo', 'Sakurasou no Pet na Kanojo']",16532
"Migurdia, Roxy",(ロキシー・ミグルディア),"['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu Part 2', 'Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Roxy datte Honki desu']",16498
"Nanami, Mami",(七海 麻美),"['Kanojo, Okarishimasu: Date Movie', 'Kanojo, Okarishimasu 2nd Season: Date Movie', 'Kanojo, Okarishimasu', 'Kanojo, Okarishimasu', 'Kanojo, Hitomishirimasu', 'Kanojo, Okarishimasu: Koushiki Anthology Comic']",16470
"Agatsuma, Zenitsu",(我妻 善逸),"['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen', 'Kimetsu no Yaiba', 'Kimetsu no Yaiba: Shiawase no Hana', 'Gekijouban Kimetsu no Yaiba: Mugen Ressha-hen Novelize']",16448
"Itadori, Yuuji",(虎杖 悠仁),"['Jujutsu Kaisen', 'Jujutsu Kaisen 2nd Season', 'Jujutsu Kaisen 2nd Season Recaps', 'Jujutsu Kaisen']",16271
Ginko,(ギンコ),"['Mushishi', 'Mushishi: Hihamukage', 'Mushishi Zoku Shou', 'Mushishi', 'Mushishi Tokubetsu-hen: Hihamukage']",16065
"Suzumiya, Haruhi",(涼宮 ハルヒ),"['Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu (2009)', 'Suzumiya Haruhi-chan no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi no Yuuutsu', 'Suzumiya Haruhi Series']",15976
"Sung, Jin-Woo",(성 진우),"['Echo', 'Ore dake Level Up na Ken', 'Ore dake Level Up na Ken: How to Get Stronger', 'Solo Leveling', 'Solo Leveling', 'Solo Leveling Side Story']",15949
"Tony Tony, Chopper",(トニートニー・チョッパー),"['One Piece', 'One Piece Movie 03: Chinjuu-jima no Chopper Oukoku', 'One Piece Movie 04: Dead End no Bouken', 'One Piece', 'Cross Epoch', 'One Piece: Mugiwara Daigekijou']",15936
"Nishimiya, Shouko",(西宮 硝子),"['Koe no Katachi', 'Koe no Katachi', 'Koe no Katachi', 'Shousetsu Koe no Katachi']",15902
Maomao,(猫猫),"['Kusuriya no Hitorigoto', 'Maomao no Hitorigoto', 'Kusuriya no Hitorigoto 2nd Season', 'Kusuriya no Hitorigoto', 'Kusuriya no Hitorigoto', 'Kusuriya no Hitorigoto: Maomao no Koukyuu Nazotoki Techou']",15898
"Miyamura, Izumi",(宮村 伊澄),"['Hori-san to Miyamura-kun', 'Horimiya', 'Horimiya: Piece', 'Hori-san to Miyamura-kun', 'Horimiya', 'Hori-san to Miyamura-kun Omake']",15792
"Brando, Dio",(ディオ・ブランドー),"['JoJo no Kimyou na Bouken', 'JoJo no Kimyou na Bouken: Phantom Blood', 'JoJo no Kimyou na Bouken (TV)', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'JoJo no Kimyou na Bouken Part 1: Phantom Blood', ""JoJo's Bizarre Adventure: Over Heaven""]",15757
Nami,(ナミ),"['One Piece', 'One Piece Movie 01', 'One Piece Movie 02: Nejimaki-jima no Daibouken', 'One Piece', 'Cross Epoch', 'One Piece: Mugiwara Daigekijou']",15696
Gilgamesh,(ギルガメッシュ / アーチャー),"['Fate/Zero', 'Fate/Zero 2nd Season', 'Fate/Zero Remix', 'Fate/Zero', 'Fate/Zero', 'Fate/kaleid liner Prisma☆Illya 3rei!!']",15663
Simon,(シモン),"['Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!', 'Tengen Toppa Gurren Lagann Movie 1: Gurren-hen', 'Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: Gurren Gakuen-hen', 'Tengen Toppa Gurren Lagann: Rasen Shounentan']",15507
Sora,(空),"['No Game No Life', 'No Game No Life Specials', 'No Game No Life: Zero - Manner Movie', 'No Game No Life', 'No Game No Life', 'No Game No Life: Dai-2 Shou - Toubu Rengou-hen']",15335
"Kamado, Nezuko",(竈門 禰豆子),"['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu no Yaiba: Yuukaku-hen', 'Kimetsu no Yaiba', 'Gekijouban Kimetsu no Yaiba: Mugen Ressha-hen Novelize', 'Kimetsu no Yaiba Novelize']",15285
"Izumi, Konata",(泉こなた),"['Lucky☆Star', 'Lucky☆Star: Original na Visual to Animation', 'Miyakawa-ke no Kuufuku', 'Lucky☆Star', 'Lucky Star Pocket Travelers', 'Lucky☆Star: Comic à la carte']",15274
"Souma, Kyou",(草摩 夾),"['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season', 'Fruits Basket']",15233
Griffith,(グリフィス),"['Kenpuu Denki Berserk', 'Berserk: Ougon Jidai-hen I - Haou no Tamago', 'Berserk: Ougon Jidai-hen II - Doldrey Kouryaku', 'Berserk', 'Berserk: Shinen no Kami 2']",15112
"Hashibira, Inosuke",(嘴平 伊之助),"['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen', 'Kimetsu no Yaiba', 'Gekijouban Kimetsu no Yaiba: Mugen Ressha-hen Novelize', 'Kimetsu no Yaiba Novelize']",14857
"Forger, Anya",(アーニャ・フォージャー),"['Spy x Family', 'Spy x Family Part 2', 'Good Day', 'Spy x Family', 'Spy x Family: Kazoku no Shouzou']",14818
"Azusagawa, Sakuta",(梓川 咲太),"['Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai', 'Seishun Buta Yarou wa Odekake Sister no Yume wo Minai', 'Seishun Buta Yarou Series', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai']",14771
"Elric, Alphonse",(アルフォンス・エルリック),"['Fullmetal Alchemist', 'Fullmetal Alchemist: The Conqueror of Shamballa', 'Fullmetal Alchemist: Reflections', 'Fullmetal Alchemist', 'Fullmetal Alchemist', 'Full Metal Alchemist: Prototype']",14755
"Akiyama, Mio",(秋山 澪),"['K-On!', 'K-On!: Live House!', 'K-On!: Ura-On!', 'K-On!', 'K-On! Anthology Comic', 'K-On! College']",14752
Shiro,(白),"['No Game No Life', 'No Game No Life Specials', 'No Game No Life: Zero - Manner Movie', 'No Game No Life', 'No Game No Life', 'No Game No Life: Dai-2 Shou - Toubu Rengou-hen']",14746
Mugen,(無限),"['Samurai Champloo', 'Samurai Champloo']",14692
"Sukehiro, Yami",(ヤミ・スケヒロ),"['Black Clover', 'Black Clover: Jump Festa 2018 Special', 'Mugyutto! Black Clover', 'Black Clover Gaiden: Quartet Knights', 'Black Clover']",14671
"Nakano, Nino",(中野 二乃),"['5-toubun no Hanayome', '5-toubun no Hanayome ∬', '5-toubun no Hanayome Movie', '5-toubun no Hanayome', '5-toubun no Hanayome', 'Anime 5-toubun no Hanayome Novelize']",14647
"Okazaki, Tomoya",(岡崎 朋也),"['Clannad Movie', 'Clannad', 'Clannad: Mou Hitotsu no Sekai, Tomoyo-hen', 'Clannad', 'Clannad: Tomoyo After', 'Clannad 4-koma Manga Gekijyou']",14533
Usopp,(ウソップ),"['One Piece', 'One Piece Movie 01', 'One Piece Movie 02: Nejimaki-jima no Daibouken', 'One Piece', 'Cross Epoch', 'One Piece: Mugiwara Daigekijou']",14449
"Kageyama, Tobio",(影山 飛雄),"['Haikyuu!!', 'Haikyuu!! Second Season', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!!', 'Haikyuu!!', ""Let's! Haikyuu!?""]",14342
Jiraiya,(自来也),"['Naruto', 'Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!', 'Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!', 'Naruto Ninden Series', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",14294
"Iwakura, Lain",(岩倉 玲音),"['Serial Experiments Lain', 'Serial Experiments Lain: The Nightmare of Fabrication']",14161
"Tachibana, Kanade",(立華 かなで / 天使),"['Angel Beats!', 'Angel Beats! Specials', 'Kaginado Season 2', 'Angel Beats!: Track Zero', ""Angel Beats!: Heaven's Door"", 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪']",14127
"Zaraki, Kenpachi",(更木 剣八),"['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach Movie 1: Memories of Nobody', 'Bleach: Spirits Are Forever with You', 'Bleach', 'Bleach 4-koma: Komaburi']",14118
"Hirasawa, Yui",(平沢 唯),"['K-On!', 'K-On!: Live House!', 'K-On!: Ura-On!', 'K-On!', 'K-On! Anthology Comic', 'K-On! College']",14117
Asta,(アスタ),"['Black Clover: Jump Festa 2016 Special', 'Black Clover', 'Black Clover: Jump Festa 2018 Special', 'Black Clover', 'Black Clover Gaiden: Quartet Knights']",14055
"Rengoku, Kyoujurou",(煉獄 杏寿郎),"['Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen', 'Kimetsu no Yaiba: Mugen Ressha-hen', 'Kimetsu no Yaiba: Tokubetsu Yomikiri', 'Kimetsu no Yaiba Gaiden', 'Kimetsu Gakuen!']",13817
"Kukumila, Kurena",(クレナ・ククミラ),"['86', '86 Part 2', '86 Part 2 Recaps', '86', '86', '86: Operation High School']",13749
"Callenreese, Aslan Jade",(アスラン・ジェイド・カーレンリース / アッシュ・リンクス),"['Banana Fish', 'Banana Fish', 'Private Opinion: Banana Fish Another Story']",13749
"Braun, Gabi",(ガビ・ブラウン),"['Shingeki no Kyojin: The Final Season', 'Shingeki no Kyojin: The Final Season Part 2', 'Shingeki no Kyojin: The Final Season Specials', 'Shingeki no Kyojin', 'Shingeki! Kyojin Koukou: Seishun! Tonari no Marley Gakuen', 'Akudou']",13747
"Onodera, Kosaki",(小野寺 小咲),"['Nisekoi', 'Nisekoi OVA', 'Nisekoi:', 'Nisekoi', 'Nisekoi: Urabana', 'Magical Pâtissière Kosaki-chan!!']",13745
"Gotou, Hitori",(後藤 ひとり),"['Bocchi the Rock!', 'Bocchi the Rock! Movie', 'Bocchi the Rock!', 'Bocchi the Rock! Gaiden: Hiroi Kikuri no Fukazake Nikki']",13677
"Suzuya, Juuzou",(鈴屋 什造),"['Tokyo Ghoul', 'Tokyo Ghoul √A', 'Tokyo Ghoul:re', 'Tokyo Ghoul', 'Tokyo Ghoul:re']",13654
"Urahara, Kisuke",(浦原 喜助),"['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach Movie 1: Memories of Nobody', 'Bleach', 'Bleach: Letters From the Other Side', 'Bleach: The Death Save the Strawberry']",13639
"Okumura, Rin",(奥村 燐),"['Ao no Exorcist', 'Ao no Exorcist: Ura Ex', 'Ao no Exorcist Movie', 'Ao no Exorcist', 'Ao no Exorcist', 'Salaryman Exorcist: Okumura Yukio no Aishuu']",13525
Momonga,(モモンガ),"['Overlord', 'Overlord: Ple Ple Pleiades', 'Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki', 'Overlord', 'Overlord', 'Overlord: Boukoku no Kyuuketsuki']",13473
"Degurechaff, Tanya",(ターニャ・デグレチャフ),"['Youjo Senki', 'Youjo Shenki Episode 0', 'Youjo Shenki', 'Youjo Senki', 'Youjo Senki', 'Youjo Senki Shokudou']",13375
"Kira, Yoshikage",(吉良 吉影),"['JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', 'JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', 'Shikei Shikkouchuu Datsugoku Shinkouchuu', 'Jorge Joestar']",13324
Lucy,(ルーシー),"['Elfen Lied', 'Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer', 'Elfen Lied']",13294
"Himura, Kenshin",(緋村 剣心),"['Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen', 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka', 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'Rurouni Kenshin: Voyage to the Moon World', 'Rurouni Kenshin: Haru ni Sakura']",13044
Gaara,(我愛羅),"['Naruto', 'Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!', 'Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!', 'Naruto Hiden Series', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",13007
"Hayasaka, Ai",(早坂 愛),"['Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen', 'Kaguya-sama wa Kokurasetai: Ultra Romantic', 'Kaguya-sama wa Kokurasetai: Doujin-ban', 'Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'Kaguya-sama wo Kataritai']",12983
"Uchiha, Madara",(うちはマダラ),"['Naruto: Shippuuden', 'Road of Naruto', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",12877
"Hyuuga, Hinata",(日向 ヒナタ),"['Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den', 'The Last: Naruto the Movie', 'Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi', 'Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden']",12824
"Kaiki, Deishuu",(貝木 泥舟),"['Monogatari Series: Second Season', 'Nisemonogatari', 'Hanamonogatari', 'Monogatari Series: Second Season', 'Monogatari Series Heroine Hon', 'Monogatari Series: First Season']",12789
"Oikawa, Tooru",(及川 徹),"['Haikyuu!! Quest Picture Drama', 'Haikyuu!! Movie 3: Sainou to Sense', 'Haikyuu!!', 'Haikyuu!!']",12785
"Himejima, Akeno",(姫島 朱乃),"['High School DxD', 'High School DxD OVA', 'High School DxD Specials', 'High School DxD', 'High School DxD', 'Shin High School DxD']",12685
Akame,(アカメ),"['Akame ga Kill!', 'AkaKill! Gekijou', 'Akame ga Kill! Recap', 'Akame ga Kill!', 'Akame ga Kill! Zero', 'Akame ga Kill! 1.5']",12565
"Nishinoya, Yuu",(西谷 夕),"['Haikyuu!!', 'Haikyuu!! Lev Genzan!', 'Haikyuu!! Second Season', 'Haikyuu!!']",12545
Howl,(ハウル),['Howl no Ugoku Shiro'],12544
Kagura,(神楽),"['Gintama', 'Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi', 'Gintama: Shiroyasha Koutan', 'Gintama', 'Gintama: 3-nen Z-gumi Ginpachi-sensei', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",12516
"Osaki, Nana",(大崎 ナナ),"['Nana', 'Nana']",12442
"Fushiguro, Megumi",(伏黒 恵),"['Jujutsu Kaisen', 'Jujutsu Kaisen 2nd Season', 'Jujutsu Kaisen 2nd Season Recaps', 'Jujutsu Kaisen']",12403
Ryuk,(リューク),"['Death Note', 'Death Note: Rewrite', 'Death Note', 'Death Note 13: How to Read - Shinsou', 'Death Note: Tokubetsu Yomikiri']",12402
"Hori, Kyouko",(堀 京子),"['Hori-san to Miyamura-kun', 'Horimiya', 'Horimiya: Piece', 'Hori-san to Miyamura-kun', 'Horimiya']",12250
Aqua,(アクア),"['Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo! 2', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Nichijou wo!']",12191
"Kochou, Shinobu",(胡蝶 しのぶ),"['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu no Yaiba: Yuukaku-hen', 'Kimetsu no Yaiba', 'Kimetsu no Yaiba Gaiden']",12149
"Shiina, Mayuri",(椎名 まゆり),"['Steins;Gate', 'Steins;Gate: Soumei Eichi no Cognitive Computing', 'Steins;Gate 0', 'Steins;Gate', 'Steins;Gate: Boukan no Rebellion', 'Steins;Gate: Hiyoku Renri no Sweets Honey']",12106
Ban,(バン),"['Nanatsu no Taizai', 'Nanatsu no Taizai OVA', 'Nanatsu no Taizai: Seisen no Shirushi', 'Nanatsu no Taizai', 'Mayoe! Nanatsu no Taizai Gakuen!', 'Nanatsu no Taizai: Bangai-henshuu ""Genzai""']",12055
Tomoe,(巴衛),"['Kamisama Hajimemashita', 'Kamisama Hajimemashita OVA', 'Kamisama Hajimemashita◎', 'Kamisama Hajimemashita', 'Kamisama Hajimemashita: Sonogo no Futari']",11876
"Aizen, Sousuke",(藍染 惣右介),"['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach: Gotei 13 Omake', 'Bleach', 'Bleach: Spirits Are Forever with You', ""Bleach: Can't Fear Your Own World""]",11869
"Phantomhive, Ciel",(シエル・ファントムハイヴ),"['Kuroshitsuji', 'Kuroshitsuji Recap', 'Kuroshitsuji II', 'Kuroshitsuji', 'Kuroshitsuji Anthology Comic: Nijishitsuji']",11859
"Nanami, Kento",(七海 建人),"['Jujutsu Kaisen', 'Jujutsu Kaisen 0 Movie', 'Jujutsu Kaisen 2nd Season', 'Jujutsu Kaisen']",11815
"Jabami, Yumeko",(蛇喰 夢子),"['Kakegurui', 'Kakegurui××', 'Kakegurui Picture Drama', 'Kakegurui', 'Kakegurui (Kari)']",11771
"Ryoumen, Sukuna",(両面 宿儺),"['Jujutsu Kaisen', 'Jujutsu Kaisen 2nd Season', 'Jujutsu Kaisen 2nd Season Recaps', 'Jujutsu Kaisen']",11765
Esdeath,(エスデス),"['Akame ga Kill!', 'AkaKill! Gekijou', 'Akame ga Kill! Recap', 'Akame ga Kill!', 'Akame ga Kill! Zero']",11717
"Ichinose, Chizuru",(一ノ瀬 ちづる),"['Kanojo, Okarishimasu', 'Kanojo, Okarishimasu Petit', 'Kanojo, Okarishimasu 2nd Season', 'Kanojo, Okarishimasu', 'Kanojo, Okarishimasu: Koushiki Anthology Comic', 'Kanojo, Hitomishirimasu']",11571
"Kirishima, Touka",(霧嶋 董香),"['Tokyo Ghoul', 'Tokyo Ghoul √A', 'Tokyo Ghoul:re', 'Tokyo Ghoul', 'Tokyo Ghoul', 'Tokyo Ghoul']",11510
Death the Kid,(デス・ザ・キッド),"['Soul Eater', 'Soul Eater NOT!', 'Soul Eater', 'Soul Eater NOT!']",11440
"Tomioka, Giyuu",(冨岡 義勇),"['Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen', 'Kimetsu no Yaiba Gaiden', 'Kimetsu no Yaiba']",11381
"Kirisaki, Chitoge",(桐崎 千棘),"['Nisekoi', 'Nisekoi OVA', 'Nisekoi:', 'Nisekoi', 'Ore Koi!!', 'Nisekoi Bangai-hen: Ticket']",11314
"Furukawa, Nagisa",(古河 渚),"['Clannad Movie', 'Clannad', 'Clannad: After Story', 'Clannad', 'Clannad 4-koma Manga Gekijyou', 'Clannad: Hikaru Mimamoru Sakamichi de']",11181
"Milizé, Vladilena",(ヴラディレーナ・ミリーゼ),"['86', '86 Part 2', '86 Special Edition: Senya ni Akaku Hinageshi no Saku', '86', '86', '86: Operation High School']",11168
"Portgas D., Ace",(ポートガス・D・エース),"['One Piece: Cry Heart', 'One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi', 'One Piece', 'One Piece Novel: A', 'One Piece: Episode A', 'One Piece']",11143
"Walker, Allen",(アレン・ウォーカー),"['D.Gray-man', 'D.Gray-man Hallow', 'D.Gray-man', 'D.Gray-man: Reverse']",11136
"Honda, Tooru",(本田 透),"['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season', 'Fruits Basket']",11069
"Kusanagi, Motoko",(草薙 素子),"['Koukaku Kidoutai', 'Koukaku Kidoutai: Stand Alone Complex', 'Koukaku Kidoutai: Stand Alone Complex 2nd GIG', 'Koukaku Kidoutai: The Ghost in the Shell', 'Koukaku Kidoutai 2: Manmachine Interface', 'Koukaku Kidoutai: Stand Alone Complex']",11047
Accelerator,(一方通行 〈アクセラレータ〉),"['Toaru Majutsu no Index III', 'Toaru Kagaku no Accelerator', 'Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki', 'Toaru Majutsu no Index', 'Shinyaku Toaru Majutsu no Index', 'Toaru Majutsu no Index SS']",11005
"Namikaze, Minato",(波風 ミナト),"['Naruto: Shippuuden Movie 4 - The Lost Tower', 'Naruto: Shippuuden Movie 6 - Road to Ninja', 'Naruto', 'Gekijouban Naruto: Shippuuden - The Lost Tower', 'Naruto Gaiden: Uzu no Naka no Tsumujikaze', 'Naruto']",10994
"Forger, Yor",(ヨル・フォージャー),"['Spy x Family', 'Spy x Family Part 2', 'Spy x Family Season 2', 'Spy x Family', 'Spy x Family: Kazoku no Shouzou']",10849
"Kozume, Kenma",(孤爪 研磨),"['Haikyuu!! Lev Genzan!', 'Haikyuu!! Quest Picture Drama', 'Haikyuu!! Riku vs. Kuu', 'Haikyuu!!', 'Haikyuu!! Bangai-hen: Nobuyuki Kai no Akumu']",10804
"Hanekawa, Tsubasa",(羽川 翼),"['Bakemonogatari', 'Kizumonogatari I: Tekketsu-hen', 'Nekomonogatari: Kuro', 'Monogatari Series: First Season', 'Monogatari Series: Second Season', 'Bakemonogatari Short Stories']",10791
"Tenma, Kenzou",(天馬 賢三),"['Monster', 'Monster Extra: Hottan', 'Monster']",10753
"Kamui, Kanna",(カンナ・カムイ),"['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no OO Dragon', 'Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai', 'Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou', 'Kobayashi-san Chi no Maid Dragon: Elma no OL Nikki']",10703
